ID,Spotify URL,Length in sec
6XbbwFyBlZYkKWg8lpWAyo,https://open.spotify.com/episode/6XbbwFyBlZYkKWg8lpWAyo,1389.505306122449
29duDw3BiAiSRpDutUMyN8,https://open.spotify.com/episode/29duDw3BiAiSRpDutUMyN8,823.658231292517
7bLwVtUURykO6YKODZCpRv,https://open.spotify.com/episode/7bLwVtUURykO6YKODZCpRv,670.2207709750567
3E9F6imsATORSFWSfKmoDw,https://open.spotify.com/episode/3E9F6imsATORSFWSfKmoDw,1523.62231292517
4WtMTOk7HwYADxxLJsIzpu,https://open.spotify.com/episode/4WtMTOk7HwYADxxLJsIzpu,685.4298412698413
4y8vKN6fSMr87A4CRrX2RN,https://open.spotify.com/episode/4y8vKN6fSMr87A4CRrX2RN,1448.9237188208617
3aDwfqqm7BWRFbfuq0QBGQ,https://open.spotify.com/episode/3aDwfqqm7BWRFbfuq0QBGQ,2686.5110204081634
3P1Q1yek0tjSV5yScXN7xY,https://open.spotify.com/episode/3P1Q1yek0tjSV5yScXN7xY,2162.285714285714
3TH6jsrxLMtk25Xz5dpFzz,https://open.spotify.com/episode/3TH6jsrxLMtk25Xz5dpFzz,2802.0767346938774
3RCpptUcWT8tFiilQ84Z7c,https://open.spotify.com/episode/3RCpptUcWT8tFiilQ84Z7c,2744.3432199546487
4oD8rgmpaiBeJ3qNwfjvT7,https://open.spotify.com/episode/4oD8rgmpaiBeJ3qNwfjvT7,666.5752380952381
4PgOVRqrGskdt4kdxqY8Bp,https://open.spotify.com/episode/4PgOVRqrGskdt4kdxqY8Bp,44.582312925170065
3LiyskdS08plBuLbsfYkdz,https://open.spotify.com/episode/3LiyskdS08plBuLbsfYkdz,317.5793197278912
33EiYszwclN2rkYBxTV40f,https://open.spotify.com/episode/33EiYszwclN2rkYBxTV40f,3626.840816326531
4UMGuHSIJmK4nNQ1dW3j3G,https://open.spotify.com/episode/4UMGuHSIJmK4nNQ1dW3j3G,2491.059954648526
5BAMJzmtdVCCxZDsU0tmrm,https://open.spotify.com/episode/5BAMJzmtdVCCxZDsU0tmrm,2544.907029478458
0Wg2ide1EX93xqKYm1KYQv,https://open.spotify.com/episode/0Wg2ide1EX93xqKYm1KYQv,3930.618775510204
1FlCTmJ3diIVTqDR2qoyCh,https://open.spotify.com/episode/1FlCTmJ3diIVTqDR2qoyCh,3546.0179591836736
4LJCDCYnWwUzaFy1JRWQPl,https://open.spotify.com/episode/4LJCDCYnWwUzaFy1JRWQPl,3288.3461224489797
01eC278xZvMtzBsqApFlSK,https://open.spotify.com/episode/01eC278xZvMtzBsqApFlSK,209.39755102040817
1OkUom5O77bqKNRQu0FZK5,https://open.spotify.com/episode/1OkUom5O77bqKNRQu0FZK5,1682.8342857142857
7EWYprIGE29VXjYjA2pui1,https://open.spotify.com/episode/7EWYprIGE29VXjYjA2pui1,1802.86693877551
4fhrU337VOehPfCPTl8ZF1,https://open.spotify.com/episode/4fhrU337VOehPfCPTl8ZF1,869.5408616780045
7xDOPIvN0wOND1Uy2aya0l,https://open.spotify.com/episode/7xDOPIvN0wOND1Uy2aya0l,619.1600907029479
087H8sUEb227IsRaLfkwG5,https://open.spotify.com/episode/087H8sUEb227IsRaLfkwG5,3302.1097505668936
1AJ45umNF2tYdjOT4Li9co,https://open.spotify.com/episode/1AJ45umNF2tYdjOT4Li9co,2702.07
2IPyjkmesPlyFDbYKVigzd,https://open.spotify.com/episode/2IPyjkmesPlyFDbYKVigzd,3397.5902040816327
38LWUaQhTroTPim3R3Fpry,https://open.spotify.com/episode/38LWUaQhTroTPim3R3Fpry,1141.283446712018
3AMBGc6bpbMXpBz5OERZPh,https://open.spotify.com/episode/3AMBGc6bpbMXpBz5OERZPh,1212.7085714285715
50btkvDt8NNROWcrvi0rYJ,https://open.spotify.com/episode/50btkvDt8NNROWcrvi0rYJ,1222.1648979591837
66dDCslIcXlXspE5OasLW4,https://open.spotify.com/episode/66dDCslIcXlXspE5OasLW4,1566.3804081632652
0GysAFnslHfiXYOpbVB7Hd,https://open.spotify.com/episode/0GysAFnslHfiXYOpbVB7Hd,2576.561632653061
01LsHTLYIXskJu83t9swco,https://open.spotify.com/episode/01LsHTLYIXskJu83t9swco,3064.1966439909297
3swgEBGMebyKQ3HZ4tXbcS,https://open.spotify.com/episode/3swgEBGMebyKQ3HZ4tXbcS,1598.9246258503401
0NXCaMgDMOpYPYCZNyL7lr,https://open.spotify.com/episode/0NXCaMgDMOpYPYCZNyL7lr,372.7963718820862
37ZWoLwHnrKiWdv4wSUqwQ,https://open.spotify.com/episode/37ZWoLwHnrKiWdv4wSUqwQ,250.72907029478458
4SOl8WafyyxJ3tqCExXjaf,https://open.spotify.com/episode/4SOl8WafyyxJ3tqCExXjaf,366.0858049886621
4XjdoNfkSXXOZHedtW3pLa,https://open.spotify.com/episode/4XjdoNfkSXXOZHedtW3pLa,285.62866213151926
1V7Jwc1YcM3jWxM4VbqZU5,https://open.spotify.com/episode/1V7Jwc1YcM3jWxM4VbqZU5,2386.755918367347
5kupZHq9aqnVKvathHjX3A,https://open.spotify.com/episode/5kupZHq9aqnVKvathHjX3A,2667.0236734693876
7Eyzku5urXgWwjqHeyLeIp,https://open.spotify.com/episode/7Eyzku5urXgWwjqHeyLeIp,1610.9191836734694
1MRpLOpM148uo8B51rBozI,https://open.spotify.com/episode/1MRpLOpM148uo8B51rBozI,1570.9924716553287
1Wk2dLSxPvB8ao4L9Xmg62,https://open.spotify.com/episode/1Wk2dLSxPvB8ao4L9Xmg62,1682.5179138321996
0bR42azsr58gxR2KzAR14s,https://open.spotify.com/episode/0bR42azsr58gxR2KzAR14s,368.1059410430839
4D1vpOFyxLoxCou2VFQXDS,https://open.spotify.com/episode/4D1vpOFyxLoxCou2VFQXDS,2259.99820861678
5YDvxLkgSc8qLiCOFvkVBl,https://open.spotify.com/episode/5YDvxLkgSc8qLiCOFvkVBl,2123.1119954648525
1UPZoBYQckcBJlGqSqr0h5,https://open.spotify.com/episode/1UPZoBYQckcBJlGqSqr0h5,397.43274376417236
2KrRuG3VGhN1lIL5tD7ldJ,https://open.spotify.com/episode/2KrRuG3VGhN1lIL5tD7ldJ,4001.5644444444442
3OYKF6IsYfZTnwcjsaqsZL,https://open.spotify.com/episode/3OYKF6IsYfZTnwcjsaqsZL,4797.939229024943
7099vpXOosr5B7wly2os2H,https://open.spotify.com/episode/7099vpXOosr5B7wly2os2H,3462.629297052154
2WwwfmfmdL8SsPOhuQvE9d,https://open.spotify.com/episode/2WwwfmfmdL8SsPOhuQvE9d,1610.0895691609978
6qW7p616TStnILwF4Dsc2N,https://open.spotify.com/episode/6qW7p616TStnILwF4Dsc2N,2563.962970521542
6VjBwIfNUiPUtsr8lVnBrK,https://open.spotify.com/episode/6VjBwIfNUiPUtsr8lVnBrK,1636.6850793650794
4a67zLZgMFHE2TR8AswV3l,https://open.spotify.com/episode/4a67zLZgMFHE2TR8AswV3l,1329.6180952380953
6LdobOQAkV10P6N2Fy0opB,https://open.spotify.com/episode/6LdobOQAkV10P6N2Fy0opB,1755.5678911564626
7LtKlVbfN120yY5Dj362UE,https://open.spotify.com/episode/7LtKlVbfN120yY5Dj362UE,1145.695782312925
1FqX4NRHFf3AmOZSmszN4S,https://open.spotify.com/episode/1FqX4NRHFf3AmOZSmszN4S,1553.9722448979592
2rDiqs8lC2az5JACuKrIFL,https://open.spotify.com/episode/2rDiqs8lC2az5JACuKrIFL,1030.8963265306122
2sFGtRBzvfTWxXq7AY3JRB,https://open.spotify.com/episode/2sFGtRBzvfTWxXq7AY3JRB,2668.7854875283447
3NNqWlk2yEaV1IPwtjmYpo,https://open.spotify.com/episode/3NNqWlk2yEaV1IPwtjmYpo,3233.776326530612
1eq4kOTvxYTLP8A7rnNuIT,https://open.spotify.com/episode/1eq4kOTvxYTLP8A7rnNuIT,5204.053287981859
321mHVEAKbhtAxjENniwNL,https://open.spotify.com/episode/321mHVEAKbhtAxjENniwNL,1130.0687528344672
2JqBDTFdwOnT3XDimeJhpv,https://open.spotify.com/episode/2JqBDTFdwOnT3XDimeJhpv,199.41297052154195
47YFCjUy3JV6MqJUX4cGnQ,https://open.spotify.com/episode/47YFCjUy3JV6MqJUX4cGnQ,2450.935873015873
2nnsooJ9QWAKoelTTufsYE,https://open.spotify.com/episode/2nnsooJ9QWAKoelTTufsYE,2518.3919954648527
10vvGAUxKJE1EEsawYT6Tj,https://open.spotify.com/episode/10vvGAUxKJE1EEsawYT6Tj,1575.1575510204082
5320ycWgt6dtDyYpkuojam,https://open.spotify.com/episode/5320ycWgt6dtDyYpkuojam,1327.5080272108844
1Yar9PTdsDz0TWCF62mFvo,https://open.spotify.com/episode/1Yar9PTdsDz0TWCF62mFvo,949.5800453514739
50XwQIWtg0kwPXZ4xt48gb,https://open.spotify.com/episode/50XwQIWtg0kwPXZ4xt48gb,2844.3865986394558
4bDjFj7Czn3BerwbMzxmBj,https://open.spotify.com/episode/4bDjFj7Czn3BerwbMzxmBj,420.11863945578233
4CRPhc7iE2ldt2CLGcsgHE,https://open.spotify.com/episode/4CRPhc7iE2ldt2CLGcsgHE,1832.5884807256236
109ru79y8buc61bgTY0auI,https://open.spotify.com/episode/109ru79y8buc61bgTY0auI,2714.38947845805
2J51yoSKKP71TLP1hT19Mf,https://open.spotify.com/episode/2J51yoSKKP71TLP1hT19Mf,42.6550566893424
6GlEmmrUqcjCmDwU2qWmjD,https://open.spotify.com/episode/6GlEmmrUqcjCmDwU2qWmjD,521.705941043084
0gG3lGi7mEL3rlYZ2OUCXp,https://open.spotify.com/episode/0gG3lGi7mEL3rlYZ2OUCXp,667.141224489796
1ai0yldP6hVLvxGRbwoLj7,https://open.spotify.com/episode/1ai0yldP6hVLvxGRbwoLj7,3297.3061224489797
3X0XcujuMiZwsfKGuN7eLO,https://open.spotify.com/episode/3X0XcujuMiZwsfKGuN7eLO,2308.063492063492
6A9304y5a9A2UIxVdqWFt0,https://open.spotify.com/episode/6A9304y5a9A2UIxVdqWFt0,2864.3439455782313
6WtMQgadN4MuLbL9KGzcOy,https://open.spotify.com/episode/6WtMQgadN4MuLbL9KGzcOy,2440.74231292517
2IsSCfMfH4Pt9PuPTw2g32,https://open.spotify.com/episode/2IsSCfMfH4Pt9PuPTw2g32,2012.9610884353742
3Gd5tyxaCPfKXOfRb7z4Nj,https://open.spotify.com/episode/3Gd5tyxaCPfKXOfRb7z4Nj,3110.893424036281
5dejvfJnvA0cITc7lwZGWK,https://open.spotify.com/episode/5dejvfJnvA0cITc7lwZGWK,2695.3026757369616
27fN4CAJBsKrLzC59ICeSm,https://open.spotify.com/episode/27fN4CAJBsKrLzC59ICeSm,934.9224943310658
19f6IYntvBoYEj1KSUnJhp,https://open.spotify.com/episode/19f6IYntvBoYEj1KSUnJhp,2278.2258503401363
3o4nDbWg5WImMkjo6eWANS,https://open.spotify.com/episode/3o4nDbWg5WImMkjo6eWANS,3835.3327891156464
7A0fiQTZFTnnC1gNa8jfE1,https://open.spotify.com/episode/7A0fiQTZFTnnC1gNa8jfE1,1182.847709750567
5Pzh1cu2i5jQgGTejTWItj,https://open.spotify.com/episode/5Pzh1cu2i5jQgGTejTWItj,2700.712925170068
6DrkPEnLmBbXk4rjjVn3Vb,https://open.spotify.com/episode/6DrkPEnLmBbXk4rjjVn3Vb,1566.0698412698412
7ax55brrwVSnuFtJ1qSMit,https://open.spotify.com/episode/7ax55brrwVSnuFtJ1qSMit,657.9374149659864
3XILn2myLuhi1cjHlVn7Yz,https://open.spotify.com/episode/3XILn2myLuhi1cjHlVn7Yz,3709.8521541950113
5jiPwVPZfFXVihVRgJeV03,https://open.spotify.com/episode/5jiPwVPZfFXVihVRgJeV03,574.763537414966
3ATAvyz47MHWGF2shVn3fy,https://open.spotify.com/episode/3ATAvyz47MHWGF2shVn3fy,344.0965079365079
7I8GcuyUBnQcAfSYXBPqyT,https://open.spotify.com/episode/7I8GcuyUBnQcAfSYXBPqyT,379.29795918367347
5zMrK8DusgMtyafaZyAiyL,https://open.spotify.com/episode/5zMrK8DusgMtyafaZyAiyL,1790.142403628118
2QkXn3L5kCH5vhYoTeU8c0,https://open.spotify.com/episode/2QkXn3L5kCH5vhYoTeU8c0,2478.5443990929707
4APT55J8apPAw3qzBMQGWt,https://open.spotify.com/episode/4APT55J8apPAw3qzBMQGWt,2458.488163265306
4vboXM3squXRl2Z685Et6X,https://open.spotify.com/episode/4vboXM3squXRl2Z685Et6X,2962.938775510204
6Xtz61AJroSQC45jYYoo0w,https://open.spotify.com/episode/6Xtz61AJroSQC45jYYoo0w,2385.345306122449
3Y9QP5xngXt1pQrivorXuc,https://open.spotify.com/episode/3Y9QP5xngXt1pQrivorXuc,878.9217233560091
6Q2VKIL1eLT9ijZ6Wpgn6E,https://open.spotify.com/episode/6Q2VKIL1eLT9ijZ6Wpgn6E,925.6867120181406
6y4Gtg5JhRf6jNxpToezX6,https://open.spotify.com/episode/6y4Gtg5JhRf6jNxpToezX6,1269.6671201814058
4VF6rNxe2RmT5OS7M5SIwu,https://open.spotify.com/episode/4VF6rNxe2RmT5OS7M5SIwu,3472.901224489796
4XEh4VLxgXCxlXjhFGH5Dz,https://open.spotify.com/episode/4XEh4VLxgXCxlXjhFGH5Dz,3054.445714285714
4UFcMaDZmfw9DGep2GvsqC,https://open.spotify.com/episode/4UFcMaDZmfw9DGep2GvsqC,666.4591383219955
1wxAbExki4QzSgL5X41gSq,https://open.spotify.com/episode/1wxAbExki4QzSgL5X41gSq,4273.377233560091
27Yhw776qeLXPwEc4bCn4q,https://open.spotify.com/episode/27Yhw776qeLXPwEc4bCn4q,1205.5869387755101
3XTZDouzc5wcdCqeLXPHXN,https://open.spotify.com/episode/3XTZDouzc5wcdCqeLXPHXN,533.4552380952381
5E7Mb84lpU4bTNpi1wGEjC,https://open.spotify.com/episode/5E7Mb84lpU4bTNpi1wGEjC,77.76362811791383
1U9HVqmh9Xo9RgDfYaGRsK,https://open.spotify.com/episode/1U9HVqmh9Xo9RgDfYaGRsK,1367.5624489795919
5TxNXR7QPwm5sUudnlE4QR,https://open.spotify.com/episode/5TxNXR7QPwm5sUudnlE4QR,672.1944671201815
5W726G97BTCyC5ePr6DTuk,https://open.spotify.com/episode/5W726G97BTCyC5ePr6DTuk,693.6032653061225
7J8BgA1lK1vt4kj2AKcqvj,https://open.spotify.com/episode/7J8BgA1lK1vt4kj2AKcqvj,3846.269387755102
2NEzViZq7LPLHfoeK9cfit,https://open.spotify.com/episode/2NEzViZq7LPLHfoeK9cfit,551.3578231292518
5cOFmjyNXWhnFKgAD96XqR,https://open.spotify.com/episode/5cOFmjyNXWhnFKgAD96XqR,2280.9425850340135
6fuMfYW4YYXGvyxXypeuCK,https://open.spotify.com/episode/6fuMfYW4YYXGvyxXypeuCK,2576.3468480725624
15oxL5cZGE5WxLsN0thSnr,https://open.spotify.com/episode/15oxL5cZGE5WxLsN0thSnr,631.8381859410431
1GT3RSGT48CzQw4hzIv5Na,https://open.spotify.com/episode/1GT3RSGT48CzQw4hzIv5Na,633.602902494331
4Q0yBgI90iHgAQqt5deAMV,https://open.spotify.com/episode/4Q0yBgI90iHgAQqt5deAMV,585.3982766439909
0P1jI9Flr3v90tIkovucng,https://open.spotify.com/episode/0P1jI9Flr3v90tIkovucng,2542.1438548752835
18hYH4Gzgt4YbEfMfsfNtQ,https://open.spotify.com/episode/18hYH4Gzgt4YbEfMfsfNtQ,3372.355918367347
7mEcjhNjwwLhM1AY8RGJkg,https://open.spotify.com/episode/7mEcjhNjwwLhM1AY8RGJkg,3771.7942857142857
0qsQMSY3WUlf9od6eMdTNM,https://open.spotify.com/episode/0qsQMSY3WUlf9od6eMdTNM,5002.60619047619
0qyeG82jHBXHifh5WgQR8y,https://open.spotify.com/episode/0qyeG82jHBXHifh5WgQR8y,4034.998934240363
682DL1aQZonzLf88on8K0T,https://open.spotify.com/episode/682DL1aQZonzLf88on8K0T,4371.089501133787
71pPsCrFpvYzpBjZmnVEXR,https://open.spotify.com/episode/71pPsCrFpvYzpBjZmnVEXR,4718.56052154195
16S4vozHx8hPkJwM66Mn5Y,https://open.spotify.com/episode/16S4vozHx8hPkJwM66Mn5Y,1688.0195918367347
2RW5Hse6mlDJPseYovsibP,https://open.spotify.com/episode/2RW5Hse6mlDJPseYovsibP,1416.8555102040816
5EuMrloW4SI0LumNL1ubuX,https://open.spotify.com/episode/5EuMrloW4SI0LumNL1ubuX,2174.1975510204084
2TF4RlETzDgMn8SxKp4z4N,https://open.spotify.com/episode/2TF4RlETzDgMn8SxKp4z4N,1914.0673015873017
5IYKMl3E5DU2f7N0D8ZR1a,https://open.spotify.com/episode/5IYKMl3E5DU2f7N0D8ZR1a,1937.8677551020407
6do2nlr9gXVJrWMT4ET1H1,https://open.spotify.com/episode/6do2nlr9gXVJrWMT4ET1H1,3761.098594104308
2VMpdrAZYWxCLDV8thmyj2,https://open.spotify.com/episode/2VMpdrAZYWxCLDV8thmyj2,48.01886621315193
5WgbcF3t3R6NSI3LEpE6cM,https://open.spotify.com/episode/5WgbcF3t3R6NSI3LEpE6cM,1309.7679818594104
1xnT8EptAcIZoJqBcDtJfp,https://open.spotify.com/episode/1xnT8EptAcIZoJqBcDtJfp,1639.7931972789115
1QJXrnB7a721eFf10e8qba,https://open.spotify.com/episode/1QJXrnB7a721eFf10e8qba,4913.031836734694
5acA5cjhKNcxSaz6KDbqhp,https://open.spotify.com/episode/5acA5cjhKNcxSaz6KDbqhp,5179.611428571428
6gIa2IpGbDULowP3e4R4vr,https://open.spotify.com/episode/6gIa2IpGbDULowP3e4R4vr,2898.0767346938774
7qQtEvjWqyQRQc6ePncFgs,https://open.spotify.com/episode/7qQtEvjWqyQRQc6ePncFgs,657.2872562358276
3Oozt2H4Xi1A582voZvIUx,https://open.spotify.com/episode/3Oozt2H4Xi1A582voZvIUx,82.59337868480726
69Qd9hDOLlWwTf37IcTpTV,https://open.spotify.com/episode/69Qd9hDOLlWwTf37IcTpTV,1236.880544217687
3rmOa3loW3nWC1kp1Ue9wT,https://open.spotify.com/episode/3rmOa3loW3nWC1kp1Ue9wT,2411.415510204082
1PDbkioi0PXCxrif9SjgSB,https://open.spotify.com/episode/1PDbkioi0PXCxrif9SjgSB,4149.661972789116
2UjJTmgMxavWKGXoAQtlfr,https://open.spotify.com/episode/2UjJTmgMxavWKGXoAQtlfr,3362.058072562358
3Eazg3qJU4suzzVVrTiR5a,https://open.spotify.com/episode/3Eazg3qJU4suzzVVrTiR5a,3926.383446712018
2g2Nb9CRTavngnUvZCxidq,https://open.spotify.com/episode/2g2Nb9CRTavngnUvZCxidq,489.84816326530614
5Bha6oKeRwBM8A9J5gB8fY,https://open.spotify.com/episode/5Bha6oKeRwBM8A9J5gB8fY,527.3251700680272
67IUzh2qmvCG0VL84mdiWZ,https://open.spotify.com/episode/67IUzh2qmvCG0VL84mdiWZ,457.6885260770975
2LOq53h1K1EhCzBA8hF3Kb,https://open.spotify.com/episode/2LOq53h1K1EhCzBA8hF3Kb,2435.123083900227
2NhONL4mIV4zJ2s5kKpujf,https://open.spotify.com/episode/2NhONL4mIV4zJ2s5kKpujf,4692.91537414966
6RphJgyuFjN41SnUaSRecY,https://open.spotify.com/episode/6RphJgyuFjN41SnUaSRecY,3712.986848072562
0IveksBmmCYiXlnsxdOpVi,https://open.spotify.com/episode/0IveksBmmCYiXlnsxdOpVi,814.741768707483
7hLNEwf868pFsurDkZygcy,https://open.spotify.com/episode/7hLNEwf868pFsurDkZygcy,279.0806349206349
45qxZO5oIJwJv4uE7D1ntw,https://open.spotify.com/episode/45qxZO5oIJwJv4uE7D1ntw,960.3773242630385
6BhGkaSZxvD9SHgQRk4Z6Y,https://open.spotify.com/episode/6BhGkaSZxvD9SHgQRk4Z6Y,621.2963265306122
6drKfB4YOi5dFgLtigtI0s,https://open.spotify.com/episode/6drKfB4YOi5dFgLtigtI0s,1004.7283446712019
3bbfQT73ht9UoWXZ5o4wCJ,https://open.spotify.com/episode/3bbfQT73ht9UoWXZ5o4wCJ,4573.9624489795915
02tcZsZUpLw9Ru6GdplkEL,https://open.spotify.com/episode/02tcZsZUpLw9Ru6GdplkEL,3372.6984126984125
09vJWp1qTIy00KZ1oLajmQ,https://open.spotify.com/episode/09vJWp1qTIy00KZ1oLajmQ,3670.6336507936508
71bruu5nFLxrs0Pt0BIslC,https://open.spotify.com/episode/71bruu5nFLxrs0Pt0BIslC,3505.7255328798187
0RoEuFBqacXpwk0YrChju5,https://open.spotify.com/episode/0RoEuFBqacXpwk0YrChju5,67.89224489795919
0cfieVmnmCuisGXzhriOhb,https://open.spotify.com/episode/0cfieVmnmCuisGXzhriOhb,1920.052244897959
56tFpBhLheZNXZ07oRhZ75,https://open.spotify.com/episode/56tFpBhLheZNXZ07oRhZ75,1656.058775510204
6beeBftRubuV3vVNpXo3N3,https://open.spotify.com/episode/6beeBftRubuV3vVNpXo3N3,1731.0563265306123
5x10QtSjrXfN7ZKRf1fHpS,https://open.spotify.com/episode/5x10QtSjrXfN7ZKRf1fHpS,3147.8131519274375
00nwDkuxyeZBCzUXq4c4wG,https://open.spotify.com/episode/00nwDkuxyeZBCzUXq4c4wG,2826.936009070295
0hfx7T3rKkOFQxQ9gvXorX,https://open.spotify.com/episode/0hfx7T3rKkOFQxQ9gvXorX,1875.3120181405895
3sJQt9FSofVwJ3UWFLQJ48,https://open.spotify.com/episode/3sJQt9FSofVwJ3UWFLQJ48,2792.64
3xRw9MhPrHVOCbh4XUQIj9,https://open.spotify.com/episode/3xRw9MhPrHVOCbh4XUQIj9,3079.68
1wiREKZRoi3KIH9KPg23Ob,https://open.spotify.com/episode/1wiREKZRoi3KIH9KPg23Ob,705.0739229024944
5i397HHhdEDePLy2LIViSy,https://open.spotify.com/episode/5i397HHhdEDePLy2LIViSy,1149.1091156462585
57SAe67PqB8kml0vMGBrrE,https://open.spotify.com/episode/57SAe67PqB8kml0vMGBrrE,1869.2939002267574
7gxz0HJ6C6d58uWspApP9e,https://open.spotify.com/episode/7gxz0HJ6C6d58uWspApP9e,2079.43462585034
1BsKHcTRYsmSt2qlXAzaoA,https://open.spotify.com/episode/1BsKHcTRYsmSt2qlXAzaoA,1088.4818140589568
50eIgpQSgW1eC2K4uGFF46,https://open.spotify.com/episode/50eIgpQSgW1eC2K4uGFF46,2793.5085714285715
2YPT3hGTpWVFcnTWs9liqV,https://open.spotify.com/episode/2YPT3hGTpWVFcnTWs9liqV,297.6334013605442
3tuDA9LOnOZDl7H73k0G6s,https://open.spotify.com/episode/3tuDA9LOnOZDl7H73k0G6s,1857.1319727891157
7mXojaeLoDyRpNxcGcboI6,https://open.spotify.com/episode/7mXojaeLoDyRpNxcGcboI6,286.3484807256236
2tMHgLLe4fJTkv1kvymSZL,https://open.spotify.com/episode/2tMHgLLe4fJTkv1kvymSZL,1531.3763265306122
3IP8lmt0wWZDSDkJClJeJk,https://open.spotify.com/episode/3IP8lmt0wWZDSDkJClJeJk,1860.8587755102042
7bl0k1fuAMrEDSFt0o5v5o,https://open.spotify.com/episode/7bl0k1fuAMrEDSFt0o5v5o,1317.7991836734693
3Zgx3mh3lmuLhvXPBNC13p,https://open.spotify.com/episode/3Zgx3mh3lmuLhvXPBNC13p,1989.0416326530612
6qIOrq0cpcIebss33Ol4aD,https://open.spotify.com/episode/6qIOrq0cpcIebss33Ol4aD,3548.9436734693877
6rO50VNchMGk0joRVTBRF6,https://open.spotify.com/episode/6rO50VNchMGk0joRVTBRF6,1274.0789115646257
0Khe4Prqv6DCWWxZP6SuKE,https://open.spotify.com/episode/0Khe4Prqv6DCWWxZP6SuKE,868.0547845804989
4NyssXzZf8E3kajkQcZsa9,https://open.spotify.com/episode/4NyssXzZf8E3kajkQcZsa9,2566.710566893424
0eMrO2aY46ONaiC5w6joOi,https://open.spotify.com/episode/0eMrO2aY46ONaiC5w6joOi,888.894693877551
0zTfdjYQoJCiMeaf82A0QX,https://open.spotify.com/episode/0zTfdjYQoJCiMeaf82A0QX,659.2841723356009
3sgj5fsr9hirpxhKJ1BlEE,https://open.spotify.com/episode/3sgj5fsr9hirpxhKJ1BlEE,708.6033560090702
6Lh97iCLEAnRZH9Jo2nooa,https://open.spotify.com/episode/6Lh97iCLEAnRZH9Jo2nooa,2195.4467120181407
4VCQhoVLWwfy8Mc4I65Zsa,https://open.spotify.com/episode/4VCQhoVLWwfy8Mc4I65Zsa,3462.397097505669
6SHrlPa5f8on39lE0nlHGW,https://open.spotify.com/episode/6SHrlPa5f8on39lE0nlHGW,1617.8967800453515
2owngzK0y43eMFV8T2ejUb,https://open.spotify.com/episode/2owngzK0y43eMFV8T2ejUb,365.1802267573696
6oNmPj6cAF16N3BMoAtXsb,https://open.spotify.com/episode/6oNmPj6cAF16N3BMoAtXsb,2592.2159863945576
5cDchWCcZEa60caeA1qmZA,https://open.spotify.com/episode/5cDchWCcZEa60caeA1qmZA,191.20002267573696
2jdqmpjNi0vt1owNx0xlni,https://open.spotify.com/episode/2jdqmpjNi0vt1owNx0xlni,253.51546485260772
27awCID1qBJERZnHVOlCID,https://open.spotify.com/episode/27awCID1qBJERZnHVOlCID,872.0021768707483
1AFcGzZYv7S0OuYeki1k0a,https://open.spotify.com/episode/1AFcGzZYv7S0OuYeki1k0a,2891.9640816326532
4q3Ajrm2TS0XrRMv3Af92r,https://open.spotify.com/episode/4q3Ajrm2TS0XrRMv3Af92r,2501.12
6DWsD8N5fPxocJoqEE702y,https://open.spotify.com/episode/6DWsD8N5fPxocJoqEE702y,3004.917551020408
